"dependent_var","independent_var","moderator","meta_estimate","meta_ci_lower","meta_ci_upper","meta_p","i_squared_original","moderator_estimate","moderator_se","moderator_z","moderator_p","moderator_ci_lower","moderator_ci_upper","i_squared_with_moderator","tau_squared","residual_tau_squared","tau_squared_reduction","i_squared_reduction","QE","QE_p","QM","QM_p","k","meta_significance","moderator_significance","fdr_p","fdr_significance"
"publication_count","Youth.Literacy.Rate","International.migrant.stock..total",2983.1075228834,-8887.76585305129,14853.9808988181,0.622343407046466,99.9387660594028,0.00111265572136668,6.616938380498e-05,16.8152649667404,1.88647222246147e-63,0.000982966112229712,0.00124234533050365,0,138364170.541261,0,100,100,7.70230466578136,0.0212552292211223,282.753135901687,1.88647222246149e-63,4,"ns","p<0.001",5.84806388963055e-62,"p<0.001"
"publication_count","Functioning.government.index","Average.years.of.schooling",-633.775097058432,-1195.6704943159,-71.8796998009674,0.0270573326110776,98.7776193844614,-157.20237383417,10.3320206247102,-15.215065817639,2.80936773732385e-52,-177.452762146127,-136.951985522213,0,319668.790792408,0,100,100,0.8487131906209,0.654190559024919,231.498227835088,2.80936773732385e-52,4,"p<0.05","p<0.001",5.83851857376302e-51,"p<0.001"
"publication_count","Functioning.government.index","State.capacity.index",-633.775097058432,-1195.6704943159,-71.8796998009674,0.0270573326110776,98.7776193844614,-664.164619149278,43.7069407854227,-15.1958615088154,3.7667861766213e-52,-749.828648963132,-578.500589335425,0,319668.790792408,0,100,100,1.43273403060925,0.488523835568589,230.914206995097,3.76678617662134e-52,4,"p<0.05","p<0.001",5.83851857376302e-51,"p<0.001"
"publication_count","Lifespan.Inequality.in.man","Lifespan.Inequality.in.wome",-21645.8029189826,-39509.5346568041,-3782.07118116113,0.0175525933837046,99.1011918058519,283172.758405088,18829.1735833476,15.0390433840136,4.0739464193728e-51,246268.256323074,320077.260487103,16.6516784518617,326976706.81851,860463.198136222,99.7368426618188,83.1972974810598,2.22831639219967,0.328191435478825,226.172825906244,4.07394641937274e-51,4,"p<0.05","p<0.001",6.31461695002783e-50,"p<0.001"
"Share.of.the.population.using.basic.sanitation.service","publication_count","Sex.gap.in.life.expectancy",2.28186069664119e-05,-9.65820680816921e-05,0.000142219282014516,0.707981926353587,99.717060072915,-8.75614429535724e-05,5.82489998766432e-06,-15.0322654704811,4.51303293344183e-51,-9.89780371429422e-05,-7.61448487642025e-05,72.0958039482486,1.30561232764413e-08,8.33958974714954e-11,99.3612506890006,27.6996294359954,6.4386474046427,0.0399820889131593,225.969005175019,4.51303293344182e-51,4,"ns","p<0.001",1.44417053870139e-49,"p<0.001"
"publication_count","Share.of.population.with.no.formal.education","Political.corruption.index",-22787.8168715668,-56190.2838155807,10614.650072447,0.181181576682073,99.9946070061036,128845.478082507,8682.79198712949,14.8391759555561,8.17540458836389e-50,111827.518502481,145863.437662534,26.7259784269399,1131124025.04313,51487.6853133918,99.9954480955073,73.2725801649397,1.93011401149394,0.380961482126473,220.201143039955,8.17540458836381e-50,4,"ns","p<0.001",2.45262137650917e-48,"p<0.001"
"publication_count","LGBT..legal.equality.index","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",-59.3967494113697,-138.607600069748,19.814101247008,0.141645408913774,98.7094646747633,-46.7779410085862,3.41247562692355,-13.7079194469611,9.10308501123608e-43,-53.4662703354771,-40.0896116816953,0,5074.68233391562,0,100,100,0.285398419187902,0.867014819417478,187.907055564375,9.10308501123599e-43,4,"ns","p<0.001",1.51535675361893e-41,"p<0.001"
"publication_count","LGBT..legal.equality.index","Political.corruption.index",-59.3967494113697,-138.607600069748,19.814101247008,0.141645408913774,98.7094646747633,779.406052712408,57.0055272398532,13.6724645916005,1.48286336943555e-42,667.677272402579,891.134833022237,0,5074.68233391562,0,100,100,1.25616597673363,0.533613764930562,186.936288008568,1.48286336943553e-42,4,"ns","p<0.001",1.51535675361893e-41,"p<0.001"
"publication_count","LGBT..legal.equality.index","PHYSICIANS..PER.1.000.PEOPLE.",-59.3967494113697,-138.607600069748,19.814101247008,0.141645408913774,98.7094646747633,-110.185514950293,8.05986554581694,-13.670887476216,1.51535675361893e-42,-125.98256114033,-94.388468760257,8.79379822693701e-07,5074.68233391562,5.28116179105599e-06,99.9999998959312,99.9999991091231,1.29924902291188,0.522241835776318,186.893164387359,1.51535675361896e-42,4,"ns","p<0.001",1.51535675361893e-41,"p<0.001"
"publication_count","LGBT..legal.equality.index","Share.of.population.with.no.formal.education",-59.3967494113697,-138.607600069748,19.814101247008,0.141645408913774,98.7094646747633,294.348582236478,21.6992386340639,13.5649267331621,6.46442282513236e-42,251.818856021773,336.878308451183,4.56159519679943e-08,5074.68233391562,3.35823383197725e-07,99.9999999933824,99.9999999537877,4.18521412795363,0.12336509551351,184.007237276056,6.46442282513239e-42,4,"ns","p<0.001",3.92824800023196e-41,"p<0.001"
"publication_count","LGBT..legal.equality.index","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.region",-59.3967494113697,-138.607600069748,19.814101247008,0.141645408913774,98.7094646747633,-30.6667617966831,2.26089449534824,-13.5639950735338,6.5470800003866e-42,-35.0980335804106,-26.2354900129557,2.11900330511673e-07,5074.68233391562,1.49413041782638e-06,99.9999999705572,99.9999997853293,4.21048015031383,0.121816425660783,183.981962354849,6.54708000038661e-42,4,"ns","p<0.001",3.92824800023196e-41,"p<0.001"
"NUMBER.OF.DEATHS","publication_count","GDP.per.capita",1169.54717540771,55.5134152711166,2283.5809355443,0.0396255734968412,99.8337702738665,-38.8074420506837,2.86412271090892,-13.5495039730222,7.9767332649805e-42,-44.4210194113684,-33.193864689999,73.3139729032825,1267645.37038105,6160.32857131641,99.5140337577642,26.5639545594985,7.35039103084686,0.0253444498074457,183.589057914946,7.97673326498044e-42,4,"p<0.05","p<0.001",2.55255464479376e-40,"p<0.001"
"publication_count","Population.in.year","Political.corruption.index",8.60547607127435e-06,-3.17529367720559e-06,2.03862458197543e-05,0.152232245350556,99.9118132990255,-4.14224994969076e-05,3.12149108607513e-06,-13.2701002036149,3.45118956997773e-40,-4.75405096036777e-05,-3.53044893901376e-05,65.7653084796037,1.43583412122103e-10,2.36669200227617e-13,99.8351695389253,34.1766440743347,5.10456172635137,0.077903775353709,176.09555941398,3.45118956997774e-40,4,"ns","p<0.001",1.0698687666931e-38,"p<0.001"
"publication_count","Lifespan.Inequality.in.man","Share.of.population.with.no.formal.education",-21645.8029189826,-39509.5346568041,-3782.07118116113,0.0175525933837046,99.1011918058519,103374.857539941,8180.70150172352,12.6364294697908,1.32955706100997e-36,87340.9772282904,119408.737851592,38.339645007211,326976706.81851,2302818.17859113,99.2957240896461,61.3126297387808,3.3368035288107,0.188548169352882,159.679349744998,1.32955706100998e-36,4,"p<0.05","p<0.001",1.3738756297103e-35,"p<0.001"
"drugs.pipeline.for.neglected.tropical.diseases.by.region","publication_count","Gini.Coefficient",-0.00233832272157788,-0.00838397523038402,0.00370732978722826,0.448409026538458,98.7831109779291,-0.0869065419250639,0.00692898874832849,-12.5424567828933,4.37227177930515e-36,-0.100487110321071,-0.0733259735290568,0,3.1960920694538e-05,0,100,100,7.05851805319703,0.0293266380770271,157.313222150745,4.37227177930507e-36,4,"ns","p<0.001",1.39912696937765e-34,"p<0.001"
"publication_count","Share.of.population.with.no.formal.education","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",-22787.8168715668,-56190.2838155807,10614.650072447,0.181181576682073,99.9946070061036,-8331.6161124388,734.423564335917,-11.3444291782392,7.90403316380084e-30,-9771.05984793473,-6892.17237694287,85.1126553005151,1131124025.04313,453564.496930631,99.9599014354846,14.8827543316212,13.3445258594836,0.00126553169894128,128.696073380084,7.90403316380086e-30,4,"ns","p<0.001",1.18560497457013e-28,"p<0.001"
"publication_count","Population.in.year","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",8.60547607127435e-06,-3.17529367720559e-06,2.03862458197543e-05,0.152232245350556,99.9118132990255,2.89662927779287e-06,2.6824189937836e-07,10.7985713063682,3.49600906990696e-27,2.37088481586666e-06,3.42237373971907e-06,90.7666421597245,1.43583412122103e-10,1.24235189700569e-12,99.1347524908036,9.1532430824076,12.9410155261634,0.00154843929297423,116.609142258719,3.49600906990695e-27,4,"ns","p<0.001",5.4188140583558e-26,"p<0.001"
"Tuberculosis.case.detection.rate.....all.forms.","publication_count","Multidimensional.Poverty.Index",0.0827378416784666,-0.0511836971999156,0.216659380556849,0.225940606366904,99.9635279276162,0.381538926142357,0.0358974381758919,10.6285836964988,2.194192529114e-26,0.311181240180356,0.451896612104359,0,0.0179425215656616,0,100,100,9.53531961091772,0.00850024913888069,112.96679139348,2.19419252911399e-26,4,"ns","p<0.001",7.0214160931648e-25,"p<0.001"
"publication_count","Population.ages.65.","CHARGES.FOR.THE.USE.OF.INTELLECTUAL.PROPERTY..PAYMENTS..BOP..CURRENT.US..",4.36168480916235e-05,1.05439448691576e-05,7.66897513140894e-05,0.00974302769217021,99.5293250075908,1.55462713246773e-15,1.55616803092615e-16,9.99009812290321,1.68414949692452e-23,1.24962380301694e-15,1.85963046191851e-15,64.7128863132905,1.12534534731901e-09,6.98956191284787e-12,99.3788962713091,34.9810859177885,5.38143087006056,0.0678323923380417,99.8020605052342,1.68414949692451e-23,4,"p<0.01","p<0.001",5.22086344046603e-22,"p<0.001"
"publication_count","Gini.Coefficient","International.migrant.stock..total",4250.3139856065,-13583.8727756008,22084.5007468138,0.640423773153845,99.4139405796646,0.00140833265119287,0.000143986136656898,9.78102950667226,1.3582187692842e-22,0.00112612500907228,0.00169054029331345,1.20930745060225,299263988.410859,23323.0277943349,99.9922065371386,98.7835635087484,5.03708650902329,0.080576901332094,95.6685382103935,1.35821876928418e-22,4,"ns","p<0.001",3.32650034688674e-21,"p<0.001"
"publication_count","Gini.Coefficient","RESEARCH.AND.DEVELOPMENT.EXPENDITURE....OF.GDP.",4250.3139856065,-13583.8727756008,22084.5007468138,0.640423773153845,99.4139405796646,12928.5480506898,1329.51369379818,9.72426843814995,2.37607167634767e-22,10322.7490938926,15534.347007487,0,299263988.410859,0,100,100,7.85285937655502,0.0197139319367711,94.5613966571992,2.37607167634767e-22,4,"ns","p<0.001",3.32650034688674e-21,"p<0.001"
"publication_count","Functioning.government.index","RESEARCH.AND.DEVELOPMENT.EXPENDITURE....OF.GDP.",-633.775097058432,-1195.6704943159,-71.8796998009674,0.0270573326110776,98.7776193844614,-700.79593890593,73.1165666863973,-9.58463957849249,9.27810152559254e-22,-844.101776284489,-557.49010152737,39.5729705312697,319668.790792408,3954.54703679023,98.7629236413766,59.9373109233944,2.97256326323099,0.22621223406029,91.8653158496048,9.27810152559247e-22,4,"p<0.05","p<0.001",9.58737157644562e-21,"p<0.001"
"publication_count","Human.rights.index","Lifespan.Inequality.in.wome",-6861.15979389806,-14682.9368950986,960.617307302459,0.0855680268035816,99.6865941113499,63938.849855836,6751.19258332045,9.4707489183176,2.77844407036637e-21,50706.755539834,77170.944171838,29.5790869923913,56745155.5757412,203274.868678442,99.6417758192466,70.3279189583391,7.03642704559885,0.0296523611454193,89.695085073814,2.77844407036637e-21,4,"p<0.10","p<0.001",1.38922203518318e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Number.of.people.living.in.extreme.poverty",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-4.3617124131979e-13,4.72167129397041e-14,-9.23764519306507,2.519814969386e-20,-5.28714298149977e-13,-3.43628184489604e-13,0,7.43219900007362e-11,0,100,100,0.556486569608288,0.757112605114868,85.3340887129582,2.51981496938601e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Share.of.population.with.no.formal.education",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-0.000230540613846995,2.49975764383316e-05,-9.22251860758316,2.90202143579093e-20,-0.000279534963366912,-0.000181546264327078,0,7.43219900007362e-11,0,100,100,0.835725815331931,0.658452491026376,85.0548494672176,2.90202143579096e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Population.in.year",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-5.37108473350383e-14,5.82551948014492e-15,-9.21992408026453,2.97310647450359e-20,-6.51286557073588e-14,-4.22930389627177e-14,0,7.43219900007362e-11,0,100,100,0.883575236600345,0.642886158212627,85.0070000458417,2.97310647450357e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Lifespan.Inequality.in.wome",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-0.000547774725979253,5.94346878624961e-05,-9.21641461710957,3.07200492873813e-20,-0.000664264573622126,-0.000431284878336381,0,7.43219900007362e-11,0,100,100,0.948276885121473,0.622421077034882,84.9422983944709,3.0720049287381e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Population.ages.65.",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-8.9146053236057e-13,9.67800744577661e-14,-9.21119907537986,3.22501905631465e-20,-1.0811459927189e-12,-7.01775072002243e-13,0,7.43219900007362e-11,0,100,100,1.04438687521546,0.593217933365896,84.8461884062789,3.22501905631461e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","LGBT..legal.equality.index",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,9.73596862414455e-07,1.05716002005736e-07,9.20955053106934,3.27493351203269e-20,7.66397305893648e-07,1.18079641893526e-06,0,7.43219900007362e-11,0,100,100,1.07475430489396,0.584278718413929,84.8158209843196,3.27493351203268e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Sex.ratio",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-8.18409165939546e-06,8.8877390779171e-07,-9.20829424406714,3.31348330752547e-20,-9.92605650906613e-06,-6.44212680972479e-06,0,7.43219900007362e-11,0,100,100,1.09789370274355,0.577557744348065,84.79268288532,3.31348330752551e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Human.Development.Index",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,7.20086862224357e-05,7.82041515619199e-06,9.20778306320748,3.32929724512052e-20,5.66809541721482e-05,8.73364182727232e-05,0,7.43219900007362e-11,0,100,100,1.10730633860066,0.574845960245506,84.7832689390906,3.32929724512055e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","PHYSICIANS..PER.1.000.PEOPLE.",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,1.17704507569289e-05,1.2783372129018e-06,9.20762584248808,3.33417602587451e-20,9.264955859544e-06,1.42759456543137e-05,0,7.43219900007362e-11,0,100,100,1.11020162699339,0.574014389881583,84.7803736552544,3.33417602587452e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","GDP.per.capita",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,3.12137900767342e-07,3.39040528252055e-08,9.20650703255416,3.36909897723758e-20,2.45687178299996e-07,3.78588623234688e-07,0,7.43219900007362e-11,0,100,100,1.13080354187975,0.568131842033363,84.7597717404693,3.36909897723753e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Rigorous.and.impartial.public.administration.index",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,5.17172625698755e-06,5.61805478666408e-07,9.20554614252604,3.39938104313142e-20,4.07060775248411e-06,6.272844761491e-06,0,7.43219900007362e-11,0,100,100,1.14849550046034,0.563128322666564,84.7420797821761,3.39938104313138e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Average.years.of.schooling",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,3.31995648556744e-06,3.60664261577702e-07,9.20511633463351,3.41301321549605e-20,2.61306752236441e-06,4.02684544877047e-06,0,7.43219900007362e-11,0,100,100,1.15640854889085,0.560904693643413,84.7341667341367,3.41301321549607e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","RESEARCH.AND.DEVELOPMENT.EXPENDITURE....OF.GDP.",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,1.00911863197315e-05,1.09631571748822e-06,9.20463526952938,3.42833521056589e-20,7.94244699776937e-06,1.22399256416936e-05,0,7.43219900007362e-11,0,100,100,1.16526483679043,0.558426418047987,84.7253104450643,3.42833521056585e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,1.83127498895931e-06,1.9895396321654e-07,9.20451625769404,3.43213623541864e-20,1.44133238647338e-06,2.22121759144523e-06,0,7.43219900007362e-11,0,100,100,1.16745574492347,0.557815022496494,84.7231195381539,3.43213623541861e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Lifespan.Inequality.in.man",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-0.000948270780471355,0.000103025261239354,-9.20425504448153,3.4404935306624e-20,-0.00115019658199832,-0.00074634497894439,0,7.43219900007362e-11,0,100,100,1.17226436336632,0.556475473684134,84.7183109238636,3.44049353066238e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Political.corruption.index",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-2.55987729399995e-05,2.78125742158085e-06,-9.20402863157099,3.44775369373132e-20,-3.10499373180327e-05,-2.01476085619663e-05,0,7.43219900007362e-11,0,100,100,1.17643223180247,0.555317022889869,84.7141430507785,3.44775369373132e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Percentage.of.territory.effectively.controlled.by.government",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,0.000276587659331475,3.00508206914512e-05,9.20399686156187,3.44877364275333e-20,0.00021768913307036,0.00033548618559259,0,7.43219900007362e-11,0,100,100,1.17701716682811,0.555154634449187,84.7135582276407,3.44877364275332e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","State.capacity.index",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,1.06724802028236e-05,1.15962284578192e-06,9.20340629856016,3.4677875634543e-20,8.3996611894412e-06,1.2945299216206e-05,0,7.43219900007362e-11,0,100,100,1.18788778609546,0.552145382632502,84.7026874963768,3.46778756345429e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Corruption.Perception.Index",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,3.6888559391286e-07,4.00826088562963e-08,9.20313333983285,3.47661079690618e-20,2.90325124148113e-07,4.47446063677607e-07,0,7.43219900007362e-11,0,100,100,1.19291201109599,0.55076007207134,84.697663270743,3.47661079690615e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Income.inequality..Atkinson.index",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-8.79261727126184e-05,9.55403389263898e-06,-9.20304174139074,3.47957663418915e-20,-0.000106651735049266,-6.9200610375971e-05,0,7.43219900007362e-11,0,100,100,1.19459798911887,0.550295983021113,84.6959772937803,3.47957663418917e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","CHARGES.FOR.THE.USE.OF.INTELLECTUAL.PROPERTY..PAYMENTS..BOP..CURRENT.US..",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,2.79714783267065e-16,3.0394292246743e-17,9.20287207204302,3.48507691388571e-20,2.20143065127864e-16,3.39286501406266e-16,0,7.43219900007362e-11,0,100,100,1.19772090812453,0.549437388633688,84.6928543743893,3.48507691388572e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Youth.Literacy.Rate",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-1.56599576172526e-05,1.70170642112367e-06,-9.20250251327843,3.49708690344941e-20,-1.89952409149155e-05,-1.23246743195897e-05,0,7.43219900007362e-11,0,100,100,1.20452277567298,0.547571962355489,84.6860525068957,3.49708690344943e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","Elderly.Literacy.Rate",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,-2.13206771219419e-05,2.31697411406569e-06,-9.20194877988068,3.51515885704613e-20,-2.58618629386223e-05,-1.67794913052615e-05,0,7.43219900007362e-11,0,100,100,1.21471393505316,0.544788862560558,84.6758613475476,3.51515885704613e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
"Death.rate.from.venomous.snakes","publication_count","International.migrant.stock..total",-7.10592209807114e-06,-1.91108146052411e-05,4.8989704090988e-06,0.245991966863867,96.5369577689125,6.51481366391782e-13,7.08025682476422e-14,9.20138043740351,3.53380360991878e-20,5.12710882613464e-13,7.902518501701e-13,0,7.43219900007362e-11,0,100,100,1.22517332900801,0.541947218837,84.665401953832,3.53380360991875e-20,4,"ns","p<0.001",4.17554257762427e-20,"p<0.001"
