"income","dependent_var","independent_var","r_squared","adj_r_squared","p_value","estimate","std_error","t_value","n_obs"
"High income","Tuberculosis.case.detection.rate.....all.forms.","publication_count",0.0386300767091682,-0.00506855616768775,0.357315137056568,0.000492077692928338,0.000523365170899657,0.940218647111086,24
"High income","Tuberculosis.treatment.success.rate....of.new.cases.","publication_count",0.596448068114009,0.578104798482827,9.80309208918975e-06,0.0081210977031038,0.00142418626226495,5.70227218045796,24
"High income","NUMBER.OF.DALYS","publication_count",0.882182947177327,0.87706046661982,3.63227793107819e-12,14780.5048660776,1126.28966467421,13.1231825432341,25
"High income","NUMBER.OF.DEATHS","publication_count",0.852284269588846,0.845861846527491,4.97173264192605e-11,465.684670621174,40.4249192250436,11.5197427613579,25
"High income","DEATH.RATE","publication_count",0.255420037965859,0.223046996138288,0.00996417112449628,1.57585186341658,0.561021701795222,2.80889644442271,25
"High income","HEALTHCARE.ACCESS.AND.QUALITY","publication_count",0.927542072944158,0.924391728289557,1.3253501084984e-14,0.00806369246051079,0.00046994407825709,17.158834068975,25
"High income","OUT.OF.POCKED.EXPENDITURE.ON.HEALTH","publication_count",0.763943480420425,0.753680153482182,1.14626860194685e-08,-1.79325128381728e-05,2.07852196226718e-06,-8.62753108396922,25
"High income","Child.mortality.rate","publication_count",0.91051047597258,0.906619627101822,1.51496464890446e-13,-1.45842957248152e-06,9.5337809547998e-08,-15.2974940309204,25
"High income","Life.expectancy.at.birth","publication_count",0.659643503766082,0.644845395234173,8.22942167865568e-07,0.0015466156732605,0.000231649232772671,6.67654131528366,25
"High income","Healthy.life.expectancy","publication_count",0.788358883706219,0.779157096041272,3.21989121749911e-09,0.00124239965262244,0.000134225627240267,9.25605399033462,25
"High income","Number.of.people.requiring.treatment.against.neglected.tropical.diseases","publication_count",0.604844229088041,0.587663543396217,4.76028322640994e-06,-4.22588334076733,0.71222297570767,-5.93337126841277,25
"High income","Number.of.people.with.mild.or.severe.anemia.from.neglected.tropical.diseases","publication_count",0.349292713224891,0.321001092060756,0.0018646753601073,21.29388674888,6.06022982090953,3.513709443066,25
"High income","Death.rate.from.venomous.snakes","publication_count",0.189349548948575,0.154103877163731,0.0297071367708117,-8.21682348253547e-07,3.54506919328458e-07,-2.31781751907709,25
"High income","Deaths.from.cysticercosis","publication_count",0.268981374787064,0.237197956299545,0.00790250496647836,-0.000118283378799006,4.06595830145761e-05,-2.90911440868941,25
"High income","Deaths.from.rabies.by.world.region","publication_count",0.686073795401656,0.672424829984336,3.19189236743437e-07,0.0011740494945165,0.000165596386861472,7.08982554974853,25
"High income","Dengue.fever.deaths","publication_count",0.0401578880561568,-0.00157437768053215,0.336821226485243,-0.000206762731354012,0.000210776801703326,-0.980955824754547,25
"High income","Number.of.people.requiring.preventive.treatment.for.lymphatic.filariasis","publication_count",0.0231672371616361,-0.0419549470275882,0.559770522329118,-0.0872622131210384,0.146303117414795,-0.59644807754598,17
"High income","Number.of.people.requiring.preventive.treatment.for.schistosomiasis","publication_count",NA,NA,NA,NA,NA,NA,NA
"High income","Reported.cases.of.leprosy","publication_count",0.328825317281382,0.299643809337094,0.0027292865347891,0.0400443747125972,0.0119292394967882,3.35682544753827,25
"High income","Antibiotic.consumption.rate","publication_count",0.372174963415286,0.344878222694212,0.00120335469466662,0.00241674540950425,0.000654504629026467,3.69248023974866,25
"High income","Share.of.the.population.using.safely.managed.drinking.water.sources","publication_count",0.495161147020963,0.473211631674048,8.68850520484108e-05,0.000203202035819892,4.27826067050501e-05,4.74964130214874,25
"High income","Share.of.the.population.with.access.to.basic.handwashing.facilities","publication_count",0.638861312307097,0.623159630233493,1.65024407145967e-06,0.000602503467404511,9.44559555313841e-05,6.37867103259913,25
"High income","Share.of.the.population.using.basic.sanitation.service","publication_count",0.917300905949805,0.913705293165014,6.09265093007368e-14,-1.64067635620949e-05,1.02719634708174e-06,-15.9723733526764,25
"High income","Share.of.deaths.attributed.to.unsafe.sanitation","publication_count",0.700113023394979,0.687074459194761,1.86902789930452e-07,-1.68167857707167e-08,2.29495301411658e-09,-7.32772552086002,25
"High income","Share.of.people.practicing.open.defecation","publication_count",0.623144392703196,0.606759366298987,2.72330557079135e-06,-2.22899826800083e-07,3.61442284124857e-08,-6.16695490788467,25
"High income","Homelessness.rate","publication_count",0.00262424302483213,-0.0407399203219143,0.807863672627301,301.985954685236,1227.58113160675,0.246000811604179,25
"High income","drugs.pipeline.for.neglected.tropical.diseases.by.country","publication_count",0.73572263518634,0.72423231497705,4.27210962445073e-08,0.00134916272940961,0.000168606123048125,8.00186081631519,25
"High income","drugs.pipeline.for.neglected.tropical.diseases.by.region","publication_count",0.72074949669621,0.708608170465611,8.12621429393128e-08,0.00406340606039683,0.000527389057183936,7.70475990172024,25
"High income","drugs.pipeline.for.neglected.tropical.diseases.by.income","publication_count",0.500228390761171,0.478499190359483,7.70288276898057e-05,-8.94416179270189e-18,5.87840448133978e-18,-1.52152881297875,25
"High income","publication_count","PHYSICIANS..PER.1.000.PEOPLE.",0.0411122271433022,-0.00247358071382031,0.342001637027809,125.349723273805,129.065577046441,0.971209567588274,24
"High income","publication_count","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",0.0510485164320823,0.00791435808808605,0.288423197420931,50.0262018175798,45.9850467534586,1.08787976417176,24
"High income","publication_count","RESEARCH.AND.DEVELOPMENT.EXPENDITURE....OF.GDP.",0.00634013168566833,-0.038826225964983,0.711497902292639,58.267152451742,155.518546925845,0.374663688695119,24
"High income","publication_count","CHARGES.FOR.THE.USE.OF.INTELLECTUAL.PROPERTY..PAYMENTS..BOP..CURRENT.US..",0.914825660424245,0.910954099534438,2.99814354408161e-13,2.70014636384848e-08,1.7565527007505e-09,15.3718494338077,24
"High income","publication_count","International.migrant.stock..total",0.90319152912373,0.8987911440839,1.23319573279069e-12,0.00012561664377272,8.76804151842397e-06,14.3266479188957,24
"High income","publication_count","Population.in.year",0.899666118876984,0.895303776219462,5.67604534881994e-13,2.67786287590843e-05,1.86469385576626e-06,14.3608714515124,25
"High income","publication_count","Population.ages.65.",0.91432857068897,0.910603725936316,9.1581131111465e-14,9.50355099691018e-05,6.06581069437587e-06,15.6674045329534,25
"High income","publication_count","Sex.ratio",0.323550642891054,0.294139801277622,0.00300617934022492,-4132.53848844956,1245.9468019478,-3.31678566210784,25
"High income","publication_count","Sex.gap.in.life.expectancy",0.677910588037966,0.663906700561356,4.31099877848194e-07,-1349.67417923346,193.984503299986,-6.957639173611,25
"High income","publication_count","Lifespan.Inequality.in.wome",0.10673080048346,0.0678930092001327,0.110947665879027,-105687.656767819,63753.8839479311,-1.65774459880964,25
"High income","publication_count","Lifespan.Inequality.in.man",0.895819859125402,0.891290287783028,8.76545048673638e-13,-41800.2403928997,2972.32975173824,-14.0631235038624,25
"High income","publication_count","Gini.Coefficient",0.760607349963526,0.750198973874984,1.34968562334174e-08,25842.8303635326,3023.0915966559,8.54847745669354,25
"High income","publication_count","Multidimensional.Poverty.Index",0.258756357722247,0.191370572060633,0.0758697008526143,-45086.8772853934,23008.5256463176,-1.9595726374849,13
"High income","publication_count","Number.of.people.living.in.extreme.poverty",0.0567441108115184,0.015732985194628,0.251515894875559,0.000243383600215932,0.00020691013223529,1.17627685791223,25
"High income","publication_count","GDP.per.capita",0.83894887864139,0.831946655973624,1.35298866013908e-10,97.1924939977168,8.87938600376265,10.9458575127302,25
"High income","publication_count","Share.of.population.with.no.formal.education",0.663757831541421,0.64913860682583,7.13554900498e-07,-77079.420847709,11439.2034622241,-6.73818077475849,25
"High income","publication_count","Average.years.of.schooling",0.931813653756566,0.928849030006851,6.57582127237106e-15,707.517509044645,39.9077689063565,17.7288164293231,25
"High income","publication_count","Elderly.Literacy.Rate",0.267568458391416,0.23572360875626,0.00809683670885135,21371.8585679445,7373.0034066626,2.89866386724192,25
"High income","publication_count","Youth.Literacy.Rate",0.49679696990021,0.474918577287175,8.3582947784004e-05,19668.0674058503,4127.43197846236,4.76520691521548,25
"High income","publication_count","Human.Development.Index",0.906281453941371,0.902206734547517,2.58190019342524e-13,26031.8068239201,1745.5070997433,14.9136069556798,25
"High income","publication_count","Income.inequality..Atkinson.index",4.14143858483807e-05,-0.0832884677486643,0.982580370820397,916.43983302165,41108.2253480956,0.0222933445864285,14
"High income","publication_count","Human.rights.index",0.366999744888214,0.339477994665962,0.00133021705067683,-23797.0052213456,6516.69581001476,-3.65169802536659,25
"High income","publication_count","Private.civil.liberties.index",0.497991209971413,0.476164740839735,8.12457403232198e-05,-20104.7995146837,4209.01671947117,-4.77660243583203,25
"High income","publication_count","LGBT..legal.equality.index",0.240932083857192,0.207929130981418,0.0127236777644937,-357.62518848534,132.360128734857,-2.70191024973791,25
"High income","publication_count","Percentage.of.territory.effectively.controlled.by.government",0.460827645830283,0.437385369562035,0.000190967222686678,-133402.240768895,30088.0298867487,-4.43373133006784,25
"High income","publication_count","Rigorous.and.impartial.public.administration.index",0.740620391922261,0.729343017658011,3.43495374695975e-08,-1501.48495168149,185.279405266105,-8.10389557071928,25
"High income","publication_count","State.capacity.index",0.169482294913486,0.133372829474942,0.0408831701574891,-6566.36919973612,3030.91431755388,-2.16646480624881,25
"High income","publication_count","Functioning.government.index",0.841593462646975,0.834706221892496,1.1168147534153e-10,-1399.82331067647,126.632353099437,-11.0542312167039,25
"High income","publication_count","Political.corruption.index",0.161227675253832,0.124759313308346,0.0466457426410784,28821.5955022514,13707.4399201579,2.10262424421551,25
"High income","publication_count","Corruption.Perception.Index",0.00255668270687082,-0.0408104180450044,0.810308450323488,-34.2154998709798,140.917414630791,-0.242805333610651,25
"High income","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.region",0.631859782240112,0.615853685815769,2.06808704266628e-06,4956.86048970908,788.931058442224,6.28300842851415,25
"High income","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.income",NA,NA,NA,NA,NA,NA,NA
"High income","publication_count","Distribution.of.R.D.funding.flows.for.neglected.diseases.by.country",0.633718257080759,0.617792963910357,1.94862066705926e-06,0.447873857324756,0.0709988511951187,6.3081845661687,25
"Low income","CURRENT.HEALTH.EXPENDITURE....OF.GDP.","publication_count",0.458450505187467,0.433834619059625,0.000279122306279902,-0.0353871468748939,0.00819987171300462,-4.31557323253868,24
"Low income","Antiretroviral.therapy.coverage....of.people.living.with.HIV.","publication_count",0.504315582892495,0.481784473023972,0.000101236883656662,0.699879054261232,0.147932329143427,4.73107574465802,24
"Low income","Antiretroviral.therapy.coverage.for.PMTCT....of.pregnant.women.living.with.HIV.","publication_count",0.340325282624103,0.310340068197926,0.0027689566272856,0.00181556111407801,0.0005389113680388,3.36894194807056,24
"Low income","Children..0.14..living.with.HIV","publication_count",0.560288796289703,0.54030192339378,2.5891849475552e-05,-532.74711992678,100.620753852816,-5.29460473637536,24
"Low income","Children..ages.0.14..newly.infected.with.HIV","publication_count",0.546936381943745,0.526342581123006,3.63597119237945e-05,-108.655257956023,21.0838828524688,-5.15347475208059,24
"Low income","Children.with.fever.receiving.antimalarial.drugs....of.children.under.age.5.with.fever.","publication_count",0.198054458317849,0.161602388241388,0.0293209325356505,-0.123977497038738,0.0531877539388443,-2.33094063684826,24
"Low income","Incidence.of.HIV..all..per.1.000.uninfected.population.","publication_count",0.424827863680686,0.398683675666171,0.000559161319526613,-0.0126844165584866,0.00314667274243029,-4.03105680087022,24
"Low income","Incidence.of.malaria..per.1.000.population.at.risk.","publication_count",0.477251290745312,0.45348998577919,0.000186021888273847,-2.27498343538891,0.507621288529064,-4.48165490060737,24
"Low income","Incidence.of.tuberculosis..per.100.000.people.","publication_count",0.605346515596806,0.587407720851206,7.62126361838377e-06,-1.38756936722003,0.238863235354119,-5.80905372550502,24
"Low income","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","publication_count",0.61024754637394,0.592531525754573,6.61900862926617e-06,0.287468234118476,0.0489801294675739,5.86907869054913,24
"Low income","Prevalence.of.severe.food.insecurity.in.the.population....","publication_count",0.258447833775634,0.224740917129072,0.0111945936749936,0.0794863500619052,0.0287055333432564,2.76902536913073,24
"Low income","Prevalence.of.anemia.among.pregnant.women....","publication_count",0.436786601108716,0.411185992068203,0.00043861333834555,-0.123413344812522,0.0298780753295131,-4.13056542134814,24
"Low income","Tuberculosis.case.detection.rate.....all.forms.","publication_count",0.572885638406508,0.553471349243167,1.86252500328109e-05,0.311713830293608,0.0573829473541357,5.43216834732946,24
"Low income","Tuberculosis.treatment.success.rate....of.new.cases.","publication_count",0.318945940319068,0.287988937606298,0.00403765925588068,0.145025216848395,0.045181894464487,3.20980823330427,24
"Low income","NUMBER.OF.DALYS","publication_count",0.361698324410256,0.333946077645485,0.00147298681768504,74729.9906502753,20700.0194592402,3.6101410821098,25
"Low income","NUMBER.OF.DEATHS","publication_count",0.581857341937849,0.56367722636993,9.27745516210776e-06,1.90380795769882,0.336521796166408,5.65730950977511,25
"Low income","DEATH.RATE","publication_count",0.438900156088611,0.41450451070116,0.000308376320775596,-386.038656348015,91.0131369865448,-4.24157071308382,25
"Low income","HEALTHCARE.ACCESS.AND.QUALITY","publication_count",0.537849434417527,0.517755931566116,3.03485020664414e-05,0.19157794307628,0.0370290844622308,5.17371536073725,25
"Low income","OUT.OF.POCKED.EXPENDITURE.ON.HEALTH","publication_count",0.473904828984623,0.451031125896998,0.000142273844412135,-0.00105850333153157,0.000232549227905611,-4.55173874824132,25
"Low income","Child.mortality.rate","publication_count",0.505796793554518,0.484309697622106,6.73933240565065e-05,-0.000687249335591392,0.000141649535311217,-4.85175849028689,25
"Low income","Life.expectancy.at.birth","publication_count",0.553721776997469,0.534318375997359,2.0048695693088e-05,0.10550598623438,0.0197501422993626,5.34203676283312,25
"Low income","Healthy.life.expectancy","publication_count",0.594757060343471,0.577137802097535,6.40826663385685e-06,0.135275859146556,0.0232832878993087,5.80999812962721,25
"Low income","Number.of.people.requiring.treatment.against.neglected.tropical.diseases","publication_count",0.466561687186853,0.443368717064542,0.000167981383467471,214012.905569569,47715.9539911129,4.48514359808103,25
"Low income","Number.of.people.with.mild.or.severe.anemia.from.neglected.tropical.diseases","publication_count",0.000544497418709124,-0.0429100896500427,0.911843238680702,-174.824312478628,1561.78673575118,-0.111938658766072,25
"Low income","Death.rate.from.venomous.snakes","publication_count",0.021133502005838,-0.02142591095043,0.488088319971625,0.000556231249030351,0.000789346092797351,0.704673468464425,25
"Low income","Deaths.from.cysticercosis","publication_count",0.310272774184049,0.280284633931182,0.00382385501394357,0.435810028927195,0.135487787970015,3.21660007486168,25
"Low income","Deaths.from.rabies.by.world.region","publication_count",0.233269369368813,0.199933254993544,0.0144620173307557,-0.157035632067752,0.0593645032426141,-2.64527829746961,25
"Low income","Dengue.fever.deaths","publication_count",0.628105491681936,0.611936165233325,2.33017575812059e-06,0.0760365970019641,0.0121997896120735,6.23261543188538,25
"Low income","Number.of.people.requiring.preventive.treatment.for.lymphatic.filariasis","publication_count",0.0232058012381055,-0.0192635117515421,0.467264556060655,-34341.1395774122,46457.3075458936,-0.739197800980776,25
"Low income","Number.of.people.requiring.preventive.treatment.for.schistosomiasis","publication_count",0.0584340943224269,0.0174964462494889,0.244365700913667,19172.8033659629,16047.7408961652,1.19473535184909,25
"Low income","Reported.cases.of.leprosy","publication_count",0.172390256067741,0.13640722372286,0.0390234957379908,-1.47405508114132,0.673451360123275,-2.18880704446346,25
"Low income","Antibiotic.consumption.rate","publication_count",0.813305952296177,0.805188819787315,7.50452406154784e-10,0.122350354007522,0.0122230495621588,10.0098059314351,25
"Low income","Share.of.the.population.using.safely.managed.drinking.water.sources","publication_count",0.25052704643364,0.217941265843798,0.0108256134380449,0.000514975297951128,0.000185726191352259,2.77276615754423,25
"Low income","Share.of.the.population.with.access.to.basic.handwashing.facilities","publication_count",0.0442131611360832,0.00265721162026078,0.313042797011521,0.000343648333917744,0.000333161695943147,1.03147612136176,25
"Low income","Share.of.the.population.using.basic.sanitation.service","publication_count",0.000538110318595806,-0.0429167544501607,0.912359858274643,1.20728170175806e-05,0.000108490612141589,0.111279831307659,25
"Low income","Share.of.deaths.attributed.to.unsafe.sanitation","publication_count",0.610025194132464,0.593069767790397,4.07459398364901e-06,-0.000197052128724423,3.2851983967216e-05,-5.99818047278567,25
"Low income","Share.of.people.practicing.open.defecation","publication_count",0.694793390907664,0.681523538338432,2.29569077002291e-07,-0.00300550874933464,0.000415358599225108,-7.23593722374283,25
"Low income","Homelessness.rate","publication_count",NA,NA,NA,NA,NA,NA,NA
"Low income","drugs.pipeline.for.neglected.tropical.diseases.by.country","publication_count",0.371241493144688,0.343904166759675,0.00122537145755099,0.0343911102753725,0.00933245619947877,3.68510813662252,25
"Low income","drugs.pipeline.for.neglected.tropical.diseases.by.region","publication_count",0.164207698037497,0.127868902299997,0.0444792759636193,-0.0152309637033238,0.00716499500672612,-2.12574659005704,25
"Low income","drugs.pipeline.for.neglected.tropical.diseases.by.income","publication_count",0.582993463648097,0.564862744676276,8.98397297562974e-06,-1.58387025916671e-17,1.72259443537216e-17,-0.919467883236556,25
"Low income","publication_count","PHYSICIANS..PER.1.000.PEOPLE.",0.0234953857649256,-0.020891187609396,0.474558764455105,-65.5291407190498,90.0676834090921,-0.727554415065979,24
"Low income","publication_count","NURSES.AND.MIDWIVES..PER.1.000.PEOPLE.",0.173652246560588,0.136090985040615,0.0427939819195459,46.2253187210202,21.4985810295047,2.1501567316271,24
"Low income","publication_count","RESEARCH.AND.DEVELOPMENT.EXPENDITURE....OF.GDP.",0.14240641291081,0.103424886224938,0.0690773039283658,-133.739676847021,69.9721015775034,-1.91132856998566,24
"Low income","publication_count","CHARGES.FOR.THE.USE.OF.INTELLECTUAL.PROPERTY..PAYMENTS..BOP..CURRENT.US..",0.0905197430680488,0.0491797313893237,0.153120200158289,-3.0300220101424e-06,2.04766743915475e-06,-1.47974322011643,24
"Low income","publication_count","International.migrant.stock..total",0.690520734396094,0.676453495050462,4.95864926275377e-07,0.000125622660139108,1.79301557528533e-05,7.00622247071764,24
"Low income","publication_count","Population.in.year",0.705562770693221,0.692761152027709,1.50839176429785e-07,1.10293709877184e-06,1.48564607425938e-07,7.42395593325739,25
"Low income","publication_count","Population.ages.65.",0.744727989027076,0.733629205941297,2.85178308970798e-08,3.02375612000752e-05,3.69135321942869e-06,8.19145700848294,25
"Low income","publication_count","Sex.ratio",0.272689308089045,0.241067104092916,0.00741321593214348,35.2228258706775,11.9946121313598,2.93655396981014,25
"Low income","publication_count","Sex.gap.in.life.expectancy",0.638388363499702,0.622666118434472,1.67581882960422e-06,19.1104417860387,2.99906257004392,6.3721384064884,25
"Low income","publication_count","Lifespan.Inequality.in.wome",0.121828759292178,0.0836474010005337,0.0872452860419461,-245.752167916254,137.577728320008,-1.78627871616423,25
"Low income","publication_count","Lifespan.Inequality.in.man",0.544249241195899,0.524433990813112,2.57190410225685e-05,-1236.86885529894,236.006802028764,-5.24081867415075,25
"Low income","publication_count","Gini.Coefficient",0.010224218887915,-0.0328095107256539,0.630568629682835,58.5081369293614,120.034390949802,0.487428115112687,25
"Low income","publication_count","Multidimensional.Poverty.Index",0.392074526616651,0.365642984295636,0.00081298246740729,-473.727834894182,123.000207136165,-3.8514393261936,25
"Low income","publication_count","Number.of.people.living.in.extreme.poverty",0.334038320218054,0.305083464575361,0.00247918749549346,-2.67631061574745e-06,7.87950750002465e-07,-3.39654555280146,25
"Low income","publication_count","GDP.per.capita",0.180927414989252,0.145315563467045,0.0340264915725516,-0.106560417438476,0.0472760301569571,-2.25400519215962,25
"Low income","publication_count","Share.of.population.with.no.formal.education",0.102572034568023,0.0635534273753282,0.11857126100671,-113.152623630289,69.7888472103986,-1.62135682352164,25
"Low income","publication_count","Average.years.of.schooling",0.604585037340355,0.587393082442109,4.79722046125004e-06,18.9207183875954,3.19059408693348,5.93015528521221,25
"Low income","publication_count","Elderly.Literacy.Rate",0.504373870067571,0.482824907896596,6.97437091856488e-05,-211.254926326251,43.6660326345726,-4.83796932261233,25
"Low income","publication_count","Youth.Literacy.Rate",0.021120485153071,-0.0214394937533171,0.488223766764477,-37.6027069041254,53.3786845059831,-0.704451734847654,25
"Low income","publication_count","Human.Development.Index",0.426824064368642,0.401903371515104,0.000398632864998478,416.247230630588,100.578919290794,4.13851365241988,25
"Low income","publication_count","Income.inequality..Atkinson.index",0.0546105078237009,-0.0241719498576574,0.421345632120238,-712.971084810729,856.344616618718,-0.832574959863588,14
"Low income","publication_count","Human.rights.index",0.00496146017381603,-0.0383010850360179,0.737946940476813,-36.8743642678187,108.886946690734,-0.338648161129461,25
"Low income","publication_count","Private.civil.liberties.index",0.147414269658643,0.110345324861193,0.0581185468638899,-195.704994296547,98.1380124217823,-1.99418135202735,25
"Low income","publication_count","LGBT..legal.equality.index",0.169516749596084,0.133408782187218,0.0408606387820357,-2.92387067690353,1.34943935739418,-2.16672995409711,25
"Low income","publication_count","Percentage.of.territory.effectively.controlled.by.government",0.665917703644898,0.651392386412068,6.6162919230563e-07,-341.507987992583,50.4374822303892,-6.77091664553431,25
"Low income","publication_count","Rigorous.and.impartial.public.administration.index",0.107477272930635,0.0686719369710972,0.109633719049464,-40.9776705662842,24.6226431701983,-1.66422712147659,25
"Low income","publication_count","State.capacity.index",0.395295340827901,0.369003833907375,0.000762185354175178,149.582382129581,38.5769010252451,3.87751162364474,25
"Low income","publication_count","Functioning.government.index",0.372141064876112,0.344842850305509,0.00120414774527928,-46.5689468108723,12.6127486100146,-3.69221239959514,25
"Low income","publication_count","Political.corruption.index",0.603240944199462,0.585990550469004,4.99302404163447e-06,-464.553666227241,78.5579229591998,-5.91351767877714,25
"Low income","publication_count","Corruption.Perception.Index",0.177662221781402,0.141908405337115,0.0358596165316332,5.67785868342304,2.54711314873735,2.22913484869632,25
"Low income","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.region",0.164207698037456,0.127868902299955,0.0444792759636479,-924.100787069628,434.718226242092,-2.12574659005671,25
"Low income","publication_count","higher.education.institutions.offering.disciplines.related.to.research.for.health.in.2023.by.income",NA,NA,NA,NA,NA,NA,NA
"Low income","publication_count","Distribution.of.R.D.funding.flows.for.neglected.diseases.by.country",NA,NA,NA,NA,NA,NA,NA
"Lower middle income","CURRENT.HEALTH.EXPENDITURE....OF.GDP.","publication_count",0.304632883932214,0.273025287747314,0.00517034245448483,-0.00256512666427359,0.000826258914839171,-3.10450709602678,24
"Lower middle income","Antiretroviral.therapy.coverage....of.people.living.with.HIV.","publication_count",0.346378178726279,0.31666809594111,0.00248399816290228,0.0302041809175192,0.00884593475350305,3.41447023510524,24
"Lower middle income","Antiretroviral.therapy.coverage.for.PMTCT....of.pregnant.women.living.with.HIV.","publication_count",0.120257266341395,0.080268960266004,0.0968822863954751,-2.99835254206199e-05,1.72899419584647e-05,-1.73415998114098,24
"Lower middle income","Children..0.14..living.with.HIV","publication_count",0.0221230496760695,-0.0223259026113818,0.487907941507802,5.47919896168227,7.76649984556215,0.705491414490034,24
"Lower middle income","Children..ages.0.14..newly.infected.with.HIV","publication_count",0.130413545051125,0.0908868880079944,0.0829577691987378,-1.00328071638741,0.552339569918011,-1.81642013541839,24
"Lower middle income","Children.with.fever.receiving.antimalarial.drugs....of.children.under.age.5.with.fever.","publication_count",0.0253983809489209,-0.01890169264431,0.456973898965309,0.00305731608240676,0.00403775113838837,0.757182891570445,24
"Lower middle income","Incidence.of.HIV..all..per.1.000.uninfected.population.","publication_count",0.603343306897486,0.585313457211008,8.06947635168797e-06,-0.000321358641009567,5.55525227013145e-05,-5.78477133680128,24
"Lower middle income","Incidence.of.malaria..per.1.000.population.at.risk.","publication_count",0.743261924198281,0.731592011661839,6.14553434377368e-08,-0.0606473174176586,0.00759931511742128,-7.98062936995806,24
"Lower middle income","Incidence.of.tuberculosis..per.100.000.people.","publication_count",0.904365470548523,0.900018446482547,1.07768160003523e-12,-0.135550571264281,0.00939778247307459,-14.4236761866583,24
"Lower middle income","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","publication_count",0.182999392003455,0.145863000730885,0.0370447194269388,0.00564054159118051,0.0025409483190837,2.21985687344266,24
"Lower middle income","Prevalence.of.severe.food.insecurity.in.the.population....","publication_count",0.00399752420254277,-0.0412753156064325,0.769139095469922,0.000293010233769512,0.000986066277463358,0.297150648456691,24
"Lower middle income","Prevalence.of.anemia.among.pregnant.women....","publication_count",0.821316709797043,0.813194742060544,1.09044689849127e-09,-0.0056857212764834,0.000565406590846873,-10.055986910176,24
"Lower middle income","Tuberculosis.case.detection.rate.....all.forms.","publication_count",0.813003697442672,0.804503865508248,1.80649676167817e-09,0.0520861059404013,0.00532575027992343,9.78005035961811,24
"Lower middle income","Tuberculosis.treatment.success.rate....of.new.cases.","publication_count",0.280228329878099,0.247511435781649,0.00781206362916932,0.0210190205780237,0.00718195186784785,2.92664458976976,24
"Lower middle income","NUMBER.OF.DALYS","publication_count",0.0177538048405889,-0.0249525514706899,0.525460829266066,-9713.53270250283,15065.2986512857,-0.644762040722893,25
"Lower middle income","NUMBER.OF.DEATHS","publication_count",0.742019337473461,0.730802786928829,3.22509842923434e-08,2435.836925762,299.481677419317,8.13350902383083,25
"Lower middle income","DEATH.RATE","publication_count",0.807384640195968,0.799010059334923,1.07821325411127e-09,-19.044252400406,1.93956896920195,-9.81880649917897,25
